36,57
42,10
45,520
46,137
47,10
48,218
49,168
50,30
53,668
54,82
55,352
56,653
57,191
58,335
59,2655
60,1439
61,353
62,522
63,1149
64,2989
65,6828
67,2848
68,1636
69,925
70,1245
71,942
72,1819
73,3688
74,1264
75,1747
76,3484
77,2108
78,3556
79,581
80,3625
81,2253
82,5283
84,3487
85,3414
86,1749
87,2107
88,283
89,2688
90,6242
91,2224
92,7067
93,3366
94,1816
95,569
66A,1625
83A,278
Total,93285
